SampleID,ratio_in_reads,ratio_raw,ichorCNA,spike_in_ratio,spike_in_label
K1586_spike_in__01_from_ZMH051S_label_Liver_replicate_0,0.0004160851321885465,0.0002174869405865884,0.05804,0.1,PAN_CANCER
K0AAAB33_spike_in__005_from_ZNC19S_label_CRC_replicate_0,0.0004890489242863053,0.0002560310283207885,0.046,0.05,PAN_CANCER
K0106_spike_in__0005_from_ZMG063S_label_Gastric_replicate_1,0.0004056161707183152,0.000211720599782806,0.035,0.005,PAN_CANCER
K2AA15_spike_in__001_from_ZNC01S_label_CRC_replicate_2,0.0004169083456449158,0.0002116585711197388,0.03459,0.01,PAN_CANCER
K2AA15_spike_in__0001_from_ZNC01S_label_CRC_replicate_1,0.0004168803396440993,0.0002116456467412769,0.05134,0.001,PAN_CANCER
K0AQ69_spike_in__005_from_ZNL09S_label_Lung_replicate_2,0.0005430105323552313,0.0002879182963928727,0.03392,0.05,PAN_CANCER
K0033_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,0.0004792304214280888,0.0002453874400953627,0.03274,0.1,PAN_CANCER
K4AC10_spike_in__0005_from_pool_Breast_label_Breast_replicate_2,0.0006748969728169451,0.0003403336454253335,0.08127,0.005,PAN_CANCER
K2031_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,0.0005186813987523843,0.0002655758910107961,0.02576,0.005,PAN_CANCER
K0043_spike_in__001_from_ZMG046S_label_Gastric_replicate_1,0.0005017555482263633,0.0002586279908010055,0.02803,0.01,PAN_CANCER
K0106_spike_in__01_from_ZNB22SR1_label_Breast_replicate_0,0.000410802294300713,0.0002144351840102282,0.0527,0.1,PAN_CANCER
K4AC10_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,0.000675400895672564,0.0003405872686933105,0.08135,0.01,PAN_CANCER
KZAU93_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,0.0004981559544525402,0.0002367847287709074,0.03288,0.001,PAN_CANCER
KAAB22_spike_in__01_from_ZMH053S_label_Liver_replicate_1,0.0004276591907362172,0.0002158845685798451,0.02763,0.1,PAN_CANCER
K2AC24_spike_in__05_from_ZMH056S_label_Liver_replicate_0,0.0004186040731484455,0.0002089554382938266,0.308,0.5,PAN_CANCER
KZAU93_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.0004981559544525402,0.0002368068643910598,0.03268,0.001,PAN_CANCER
K4AC10_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,0.0006746972456869954,0.0003401973893092721,0.08088,0.005,PAN_CANCER
KAAK49_spike_in__0001_from_ZNL09S_label_Lung_replicate_0,0.0004596215336374508,0.0002413120741740393,0.02015,0.001,PAN_CANCER
LBGS087_spike_in__005_from_ZNB05S_label_Breast_replicate_1,0.0004170383383200777,0.000216348601930992,0.03986,0.05,PAN_CANCER
K0043_spike_in__005_from_ZMG046S_label_Gastric_replicate_2,0.000501576893185723,0.0002587905503849157,0.0284,0.05,PAN_CANCER
CRCC5_spike_in__01_from_pool_Gastric_label_Gastric_replicate_0,0.0004586900246572566,0.0002349661461581264,0.02225,0.1,PAN_CANCER
K0038_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,0.0004848556395035078,0.0002484345025837188,0.03027,0.01,PAN_CANCER
K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,0.0004163698933745631,0.0002176675762026939,0.01852,0.001,PAN_CANCER
K2AC24_spike_in__001_from_ZMH050S_label_Liver_replicate_2,0.0004292800028242105,0.0002123174131358129,0.02244,0.01,PAN_CANCER
K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_2,0.0004193020869008464,0.0002193651651040735,0.03858,0.05,PAN_CANCER
K0106_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1,0.0004091606100191878,0.0002136548027114247,0.04116,0.05,PAN_CANCER
KZAZ52_spike_in__01_from_ZNC03S_label_CRC_replicate_0,0.0004526963363459295,0.0002129872375088047,0.05853,0.1,PAN_CANCER
K2AC24_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,0.0004301011895490322,0.0002128002288383538,0.03296,0.05,PAN_CANCER
CRCC5_spike_in__001_from_pool_Gastric_label_Gastric_replicate_0,0.0004560708972475447,0.0002336498469437267,0.01752,0.01,PAN_CANCER
K1AD22_spike_in__005_from_ZNL07S_label_Lung_replicate_2,0.0004784545016851228,0.000235196662869991,0.04011,0.05,PAN_CANCER
K2474_spike_in__0001_from_ZMH053S_label_Liver_replicate_0,0.0004507114802652759,0.0002318860697992845,0.04097,0.001,PAN_CANCER
K0GAAA73_spike_in__01_from_ZNB22SR1_label_Breast_replicate_0,0.0004580996640089187,0.0002311594823659309,0.03882,0.1,PAN_CANCER
K4AC16_spike_in__01_from_ZNC04S_label_CRC_replicate_1,0.0004445478916577526,0.00021961142233829,0.03494,0.1,PAN_CANCER
K4AC16_spike_in__01_from_ZNC19S_label_CRC_replicate_0,0.0004374336170954804,0.0002160596334375814,0.05139,0.1,PAN_CANCER
K0805_spike_in__005_from_pool_Liver_label_Liver_replicate_2,0.000421388639983388,0.0002135523664657361,0.03687,0.05,PAN_CANCER
KAAK49_spike_in__01_from_ZNL15S_label_Lung_replicate_2,0.0004652156064368624,0.0002443883128531531,0.0671,0.1,PAN_CANCER
K0435_spike_in__001_from_pool_Breast_label_Breast_replicate_2,0.000418251510538626,0.0002129615314033728,0.02157,0.01,PAN_CANCER
K0006_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,0.0004644046212377998,0.0002382190445238869,0.03124,0.05,PAN_CANCER
LBGS087_spike_in__0001_from_ZNL14S_label_Lung_replicate_0,0.0004168983881477808,0.0002161754573726839,0.04059,0.001,PAN_CANCER
K0AQ69_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,0.0005421167193724588,0.0002875629043853342,0.03558,0.005,PAN_CANCER
K0AC37_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,0.0004608508108966778,0.0002340965116072854,0.046,0.001,PAN_CANCER
KZAZ52_spike_in__05_from_ZNC03S_label_CRC_replicate_0,0.0005162843722355814,0.0002448489396526764,0.05199,0.5,PAN_CANCER
K0AC37_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,0.0004610053464985989,0.000234209098040815,0.04508,0.005,PAN_CANCER
K0AAAE18_spike_in__005_from_ZMH053S_label_Liver_replicate_0,0.0004468766925989639,0.0002261955020204426,0.02367,0.05,PAN_CANCER
K0AAAE18_spike_in__0005_from_ZMH056S_label_Liver_replicate_1,0.000447321049612584,0.0002263967432792281,0.01953,0.005,PAN_CANCER
LBGS087_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,0.0004170244651683258,0.0002162539940746323,0.04733,0.005,PAN_CANCER
K1AD22_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,0.0004751366831554283,0.0002332415419587689,0.02979,0.001,PAN_CANCER
K1AB28_spike_in__01_from_ZNC04S_label_CRC_replicate_2,0.0004853562950834764,0.0002430198165066632,0.05138,0.1,PAN_CANCER
K0793_spike_in__005_from_ZMH051S_label_Liver_replicate_1,0.0003977945364381585,0.0002059986688841636,0.03932,0.05,PAN_CANCER
K1936_spike_in__005_from_ZMH048S_label_Liver_replicate_2,0.0004166162549413446,0.0002178691061039586,0.06387,0.05,PAN_CANCER
K0AAAE18_spike_in__005_from_ZMH051S_label_Liver_replicate_1,0.0004493837023510614,0.0002275518782162987,0.05713,0.05,PAN_CANCER
K0435_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,0.0004171284299832773,0.0002123363024935323,0.02195,0.001,PAN_CANCER
K0793_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,0.0003979423757993846,0.0002058469152237353,0.05767,0.1,PAN_CANCER
K0009_spike_in__0005_from_ZMG059S_label_Gastric_replicate_2,0.000430772218600889,0.0002228902396524409,0.0262,0.005,PAN_CANCER
LBGS087_spike_in__0005_from_pool_Breast_label_Breast_replicate_1,0.0004171160934423328,0.0002163094052525355,0.04024,0.005,PAN_CANCER
K0AQ69_spike_in__005_from_ZNL08S_label_Lung_replicate_2,0.0005476955836285088,0.0002906755626066263,0.03134,0.05,PAN_CANCER
KABT41_spike_in__0005_from_ZNC01S_label_CRC_replicate_1,0.0004865771812080537,0.0002323883467483439,0.02895,0.005,PAN_CANCER
K0033_spike_in__0005_from_ZMG046S_label_Gastric_replicate_1,0.0004745256467173048,0.0002427685863276965,0.02158,0.005,PAN_CANCER
K0106_spike_in__001_from_ZNB32S_label_Breast_replicate_0,0.0004055771466495526,0.0002116568189122584,0.0344,0.01,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL09S_label_Lung_replicate_0,0.0005067447281711981,0.0002418393701849465,0.02675,0.05,PAN_CANCER
K0AAAB33_spike_in__0001_from_ZNC19S_label_CRC_replicate_2,0.0004859597217896814,0.0002544295885645959,0.0259,0.001,PAN_CANCER
K0805_spike_in__0005_from_ZMH048S_label_Liver_replicate_1,0.0004222352375775918,0.0002138591234747063,0.02394,0.005,PAN_CANCER
K0435_spike_in__001_from_pool_Breast_label_Breast_replicate_1,0.0004177904828934883,0.0002127274854547582,0.02154,0.01,PAN_CANCER
KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_1,0.0004631418175284129,0.0002432324866121867,0.07789,0.05,PAN_CANCER
K0033_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,0.0004982149173193788,0.0002560335120703474,0.05466,0.5,PAN_CANCER
K0AAAE18_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,0.0004471782906793779,0.0002263090941606151,0.01854,0.005,PAN_CANCER
K0AC37_spike_in__0001_from_ZNL08S_label_Lung_replicate_0,0.0004608508108966778,0.0002340965116072854,0.04604,0.001,PAN_CANCER
K0AAAE20_spike_in__001_from_ZNB05S_label_Breast_replicate_2,0.0005069943172550006,0.0002567694091624256,0.04022,0.01,PAN_CANCER
K0AAAE20_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2,0.000505060916530953,0.000255641821213203,0.04072,0.001,PAN_CANCER
K2070_spike_in__001_from_ZMH051S_label_Liver_replicate_1,0.0004684694063451579,0.0002389200812328276,0.0212,0.01,PAN_CANCER
K0009_spike_in__0005_from_ZMG051S_label_Gastric_replicate_1,0.0004305248304334903,0.0002226990952181159,0.02585,0.005,PAN_CANCER
K0059_spike_in__005_from_ZMG048S_label_Gastric_replicate_1,0.0004612788594978762,0.0002401448623139048,0.03921,0.05,PAN_CANCER
K0009_spike_in__01_from_ZMG059S_label_Gastric_replicate_0,0.0004340843883329893,0.0002244155241031653,0.02641,0.1,PAN_CANCER
K0793_spike_in__005_from_pool_Breast_label_Breast_replicate_2,0.0003982412996497503,0.0002063677423739705,0.02756,0.05,PAN_CANCER
K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_1,0.0004445295218648971,0.0002229019487389509,0.02241,0.01,PAN_CANCER
K0CAAA16_spike_in__001_from_ZNC04S_label_CRC_replicate_0,0.0004433345960954014,0.000225862180643237,0.01276,0.01,PAN_CANCER
K0059_spike_in__01_from_ZMG046S_label_Gastric_replicate_0,0.0004620312293022792,0.0002407282176152817,0.01476,0.1,PAN_CANCER
K0CAAA80_spike_in__001_from_ZNL15S_label_Lung_replicate_2,0.0005070303410055807,0.000242008885107867,0.03063,0.01,PAN_CANCER
K0103_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,0.0004880670487252231,0.0002544908734122484,0.01409,0.001,PAN_CANCER
K4AA93_spike_in__005_from_ZNB05S_label_Breast_replicate_2,0.0004701606175355024,0.0002442675277258145,0.02242,0.05,PAN_CANCER
K2070_spike_in__005_from_ZMH048S_label_Liver_replicate_1,0.0004678357356928786,0.0002385999708857996,0.05346,0.05,PAN_CANCER
K0CAAA16_spike_in__001_from_ZNC05S_label_CRC_replicate_2,0.0004417792685247324,0.0002250098895771487,0.01971,0.01,PAN_CANCER
KZAZ52_spike_in__005_from_pool_CRC_label_CRC_replicate_0,0.0004495780738862036,0.0002115644408275572,0.03396,0.05,PAN_CANCER
K1586_spike_in__01_from_ZNL08S_label_Lung_replicate_2,0.0004218993871473372,0.0002208634260357942,0.07785,0.1,PAN_CANCER
K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_1,0.0003950298067945127,0.0002044733185554889,0.02621,0.001,PAN_CANCER
K0043_spike_in__0001_from_ZMG051S_label_Gastric_replicate_2,0.0005015641069080792,0.0002585338620937086,0.02792,0.001,PAN_CANCER
K1AB28_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,0.0004715914783958106,0.0002358564799859522,0.03639,0.005,PAN_CANCER
K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_0,0.000421377729251545,0.0002204145663500429,0.05032,0.05,PAN_CANCER
K0AC37_spike_in__01_from_ZNL15S_label_Lung_replicate_1,0.0004654314520651858,0.0002366113260698065,0.09437,0.1,PAN_CANCER
K4AC16_spike_in__001_from_ZNC19S_label_CRC_replicate_1,0.0004322215422276622,0.0002132981157544828,0.02434,0.01,PAN_CANCER
K2AC24_spike_in__01_from_pool_Lung_label_Lung_replicate_1,0.0004347740717573568,0.0002153076816224476,0.03309,0.1,PAN_CANCER
K0GAAA73_spike_in__05_from_ZNB05S_label_Breast_replicate_0,0.000454173628012649,0.0002309737869558059,0.03497,0.5,PAN_CANCER
K0AQ69_spike_in__005_from_ZNL15S_label_Lung_replicate_1,0.0005431238281568435,0.0002881944106505407,0.0457,0.05,PAN_CANCER
K0106_spike_in__001_from_ZMG059S_label_Gastric_replicate_0,0.0004067043762887607,0.000212291194407652,0.03483,0.01,PAN_CANCER
K0GAAA73_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,0.0004523501894724297,0.000228138069393785,0.02102,0.005,PAN_CANCER
K2070_spike_in__05_from_pool_Liver_label_Liver_replicate_0,0.0004616584615189493,0.0002362781261846362,0.1337,0.5,PAN_CANCER
K0793_spike_in__001_from_pool_Liver_label_Liver_replicate_0,0.0003954792119134373,0.0002047032190432834,0.02479,0.01,PAN_CANCER
K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_0,0.0003947352705817717,0.0002042250801374889,0.02598,0.05,PAN_CANCER
K2070_spike_in__0001_from_ZMH051S_label_Liver_replicate_0,0.0004686035613870666,0.0002389898694849769,0.01923,0.001,PAN_CANCER
K0793_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,0.0003950298067945127,0.0002044533660458719,0.02522,0.005,PAN_CANCER
K2070_spike_in__05_from_ZMH056S_label_Liver_replicate_1,0.0004631180490419402,0.0002384442911348741,0.3022,0.5,PAN_CANCER
K2AC24_spike_in__005_from_ZNL14S_label_Lung_replicate_2,0.0004293636900500948,0.0002125975552675227,0.02557,0.05,PAN_CANCER
K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_0,0.000394227886279504,0.0002042376230923852,0.04472,0.1,PAN_CANCER
K0038_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,0.0004870755903311444,0.0002497549736059288,0.02777,0.1,PAN_CANCER
K0AQ69_spike_in__05_from_ZNL07S_label_Lung_replicate_1,0.0006351654203741096,0.0003400774604381504,0.2837,0.5,PAN_CANCER
K2031_spike_in__05_from_ZNL07S_label_Lung_replicate_2,0.0006048150551758444,0.0003141012107398781,0.2915,0.5,PAN_CANCER
K1AD22_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,0.0004750678327448856,0.0002332083592098773,0.03131,0.005,PAN_CANCER
K1936_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,0.0004156569494049371,0.0002173350888811619,0.03227,0.001,PAN_CANCER
KAAB22_spike_in__005_from_ZMH056S_label_Liver_replicate_2,0.0004302331210718501,0.0002171195684317434,0.03975,0.05,PAN_CANCER
K0106_spike_in__001_from_ZNB22SR1_label_Breast_replicate_2,0.0004057871175694014,0.0002118177783817783,0.0298,0.01,PAN_CANCER
KABT41_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,0.0004866497613365156,0.0002324214575764052,0.02861,0.005,PAN_CANCER
K0435_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,0.0004172847546341522,0.000212434151552734,0.02218,0.005,PAN_CANCER
K0AC37_spike_in__0005_from_ZNL09S_label_Lung_replicate_0,0.0004607599222642162,0.0002340378848826154,0.04526,0.005,PAN_CANCER
K0805_spike_in__005_from_ZMH051S_label_Liver_replicate_0,0.0004218112079172408,0.0002136505557463425,0.04516,0.05,PAN_CANCER
K2071_spike_in__01_from_ZNC01S_label_CRC_replicate_0,0.0004211983173862819,0.0002193944712593243,0.02787,0.1,PAN_CANCER
K1AD22_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,0.0004761623913239569,0.0002337807672948797,0.0299,0.005,PAN_CANCER
K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_0,0.000394880907508122,0.0002044134727061557,0.02697,0.005,PAN_CANCER
KZAU93_spike_in__08_from_pool_CRC_label_CRC_replicate_0,0.0007291985024449878,0.0003572832434860737,0.09699,0.8,PAN_CANCER
KZAZ52_spike_in__01_from_pool_CRC_label_CRC_replicate_0,0.0004501141390348892,0.0002118286683089542,0.03247,0.1,PAN_CANCER
K0038_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,0.0004872557420568913,0.0002498363141390124,0.02713,0.05,PAN_CANCER
K2071_spike_in__01_from_ZNC01S_label_CRC_replicate_2,0.0004207125737473174,0.0002191909016468846,0.0279,0.1,PAN_CANCER
K2474_spike_in__05_from_ZMH050S_label_Liver_replicate_1,0.0004400587052136589,0.0002271186168595143,0.1084,0.5,PAN_CANCER
K0805_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,0.000422063475048322,0.0002138370852303251,0.02449,0.005,PAN_CANCER
K1936_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,0.0004155348589513007,0.0002172766744432043,0.03305,0.005,PAN_CANCER
K0435_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,0.0004170911963467529,0.0002122977134335608,0.0192,0.005,PAN_CANCER
K0AC37_spike_in__0001_from_pool_Lung_label_Lung_replicate_1,0.0004607599222642162,0.0002340730573931177,0.04687,0.001,PAN_CANCER
K0AAAE18_spike_in__005_from_ZMH050S_label_Liver_replicate_2,0.0004468263404943098,0.000225998090357377,0.02563,0.05,PAN_CANCER
K0805_spike_in__05_from_pool_Liver_label_Liver_replicate_2,0.0004242446073193058,0.0002160627199209828,0.1307,0.5,PAN_CANCER
K0CAAA16_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,0.0004419664742210953,0.0002251336474197211,0.02585,0.005,PAN_CANCER
K0106_spike_in__01_from_pool_Breast_label_Breast_replicate_2,0.0004078079963471362,0.0002130917994700292,0.04182,0.1,PAN_CANCER
K0033_spike_in__05_from_ZMG051S_label_Gastric_replicate_2,0.0004701989003068917,0.0002418446687680409,0.03127,0.5,PAN_CANCER
KZAU93_spike_in__01_from_ZNC04S_label_CRC_replicate_2,0.0005120628783813913,0.000244074906472014,0.03386,0.1,PAN_CANCER
K2AC24_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02336,0.001,PAN_CANCER
K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_1,0.0004920776468155501,0.0002578209642470206,0.03033,0.05,PAN_CANCER
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,0.0006792073510398201,0.0003428827860953786,0.09019,0.1,PAN_CANCER
K2031_spike_in__005_from_ZNL08S_label_Lung_replicate_0,0.0005172923440733077,0.0002648505486189936,0.03449,0.05,PAN_CANCER
K4AC10_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_1,0.0006748304083676003,0.0003403003247006286,0.08143,0.005,PAN_CANCER
K2474_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,0.0004510180867144359,0.0002320193665981702,0.04041,0.005,PAN_CANCER
K1936_spike_in__01_from_ZNL15S_label_Lung_replicate_1,0.0004197600584760217,0.0002195231440519484,0.06482,0.1,PAN_CANCER
K0106_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_0,0.0004059970077156708,0.000211936185864127,0.03489,0.005,PAN_CANCER
KAAG58_spike_in__01_from_ZMH056S_label_Liver_replicate_0,0.0004394503174720518,0.0002274586641707963,0.07027,0.1,PAN_CANCER
KABT41_spike_in__005_from_ZNC01S_label_CRC_replicate_1,0.0004884118258802556,0.0002333380651572149,0.02925,0.05,PAN_CANCER
K0106_spike_in__05_from_ZMG048S_label_Gastric_replicate_2,0.0004548428215901963,0.0002389193363824127,0.1433,0.5,PAN_CANCER
K2474_spike_in__01_from_ZMH056S_label_Liver_replicate_2,0.0004514320631298193,0.0002323954197089506,0.07375,0.1,PAN_CANCER
K2071_spike_in__0001_from_ZNC19S_label_CRC_replicate_0,0.000414458963622031,0.0002158186186007636,0.02765,0.001,PAN_CANCER
K0106_spike_in__005_from_ZNB05S_label_Breast_replicate_2,0.0004047025579203723,0.0002114054352860323,0.03342,0.05,PAN_CANCER
K2AA15_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,0.000416686531954818,0.0002115472526702675,0.05175,0.001,PAN_CANCER
KAAG58_spike_in__0005_from_ZMH053S_label_Liver_replicate_2,0.0004403480088431963,0.0002277388344823484,0.02532,0.005,PAN_CANCER
K0064_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,0.0004407359975596479,0.0002280076673700077,0.03025,0.01,PAN_CANCER
K0AAAB33_spike_in__08_from_pool_CRC_label_CRC_replicate_2,0.0007061198674919139,0.0003753216435798317,0.09079,0.8,PAN_CANCER
K0AQ69_spike_in__05_from_pool_Lung_label_Lung_replicate_1,0.0005855978983014814,0.0003115330861265279,0.1085,0.5,PAN_CANCER
K0793_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,0.0003950298067945127,0.0002044733185554889,0.02597,0.001,PAN_CANCER
K0009_spike_in__001_from_ZMG059S_label_Gastric_replicate_2,0.0004309224735363005,0.0002229904587868393,0.02633,0.01,PAN_CANCER
K0CAAA16_spike_in__005_from_ZNC01S_label_CRC_replicate_0,0.0004445180039848582,0.0002264107478806556,0.01976,0.05,PAN_CANCER
K0AI90_spike_in__05_from_ZNC03S_label_CRC_replicate_0,0.0005126726264859495,0.0002582978173834431,0.0469,0.5,PAN_CANCER
K1586_spike_in__01_from_ZMH051S_label_Liver_replicate_2,0.000418761400542777,0.0002190355570629804,0.0522,0.1,PAN_CANCER
K4AC10_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1,0.0006745259516221526,0.0003400901061033732,0.08094,0.001,PAN_CANCER
KZAZ52_spike_in__001_from_ZNC05S_label_CRC_replicate_2,0.0004440412170315032,0.0002087673668965918,0.03565,0.01,PAN_CANCER
K2031_spike_in__01_from_ZNL08S_label_Lung_replicate_0,0.0005180509107515781,0.0002652649117123349,0.05681,0.1,PAN_CANCER
K1936_spike_in__005_from_ZMH050S_label_Liver_replicate_0,0.0004152869897945339,0.000217242933926578,0.04331,0.05,PAN_CANCER
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0,0.0006788526236733219,0.0003425543004316432,0.09054,0.1,PAN_CANCER
K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_2,0.0004161334315326088,0.0002175383327136077,0.01977,0.01,PAN_CANCER
K2031_spike_in__01_from_ZNL15S_label_Lung_replicate_0,0.0005259260665666711,0.0002695673541282975,0.09452,0.1,PAN_CANCER
K0435_spike_in__001_from_ZNB05S_label_Breast_replicate_2,0.0004173737792352396,0.0002125139210931313,0.02165,0.01,PAN_CANCER
