SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor
K2AA15_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,K2AA15,/mnt/BACKUP_NAS05/ECDTM_repo/R3075/align/48-K2AA15T_M592-M792.deduplicated.bam,CRC,cfDNA,0.5,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_1,K2AA15,/mnt/BACKUP_NAS05/ECDTM_repo/R3075/align/48-K2AA15T_M592-M792.deduplicated.bam,CRC,cfDNA,5.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_0,K2AA15,/mnt/BACKUP_NAS05/ECDTM_repo/R3075/align/48-K2AA15T_M592-M792.deduplicated.bam,CRC,cfDNA,5.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_2,K2AA15,/mnt/BACKUP_NAS05/ECDTM_repo/R3075/align/48-K2AA15T_M592-M792.deduplicated.bam,CRC,cfDNA,5.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,5.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_0.tumor.bam
K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,5.0,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_1.tumor.bam
K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,5.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.5,1,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_1.tumor.bam
K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.5,0,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_0.tumor.bam
K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.5,2,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB05S_label_Breast_replicate_2.tumor.bam
K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,1,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_1.tumor.bam
K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_0.tumor.bam
K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB05S_label_Breast_replicate_2.tumor.bam
K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,10.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,1.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_0.tumor.bam
K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,1.0,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_1.tumor.bam
K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,1.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,10.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_0.tumor.bam
K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,10.0,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_1.tumor.bam
K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,0,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_0.tumor.bam
K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,1,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_1.tumor.bam
K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,2,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB05S_label_Breast_replicate_2.tumor.bam
K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.5,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_1.tumor.bam
K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.5,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_0.tumor.bam
K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.5,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,1,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_1.tumor.bam
K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_0.tumor.bam
K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH050S_label_Liver_replicate_2.tumor.bam
K0793_spike_in__01_from_ZNB05S_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,10.0,2,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZNB05S_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__01_from_ZNB05S_label_Breast_replicate_2.tumor.bam
K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,1.0,0,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_0.tumor.bam
K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_1.tumor.bam
K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,1.0,2,ZNB05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB05S/ZNB05S/ZNB05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB05S_label_Breast_replicate_2.tumor.bam
